CommercialCsiNumber,CommercialDeliveryMonth,UACsiNumber,SymbolCommercial,SymbolUA,ExchangeSymbol,Exchange,Name,SessionType,CloseField,SessionGroup,IsActive,TerminalPointValue,FullPointValue,Currency,ContractSize,Units,MinimumTick,TickValue,DeliveryMonths,StartDate,EndDate,LinkSymbol,TradingTime,OhlcOffset,Footnote,ConversionFactorCode,HasImplied5,HasCurrentDayVolume,HasCurrentDayOpenInterest,HasKnownExpirationDates,LastTotalVolume
100943,0,1943,HM2,HM2,MCH,HKEX,"Mini H-Shares Index",Combined,Settlement,"HMC,HMN,HM2",1,10,10,HKD,"HK$10 x Index","points",1,10,SSVSSVSSVSSV,2014-01-14,2020-10-28,"","09:15 - 23:00",,"",0,0,1,1,1,15644
100944,0,1944,HSN,HSN,MHI,HKEX,"Mini Hang Seng Index",ETH,Last,"HMH,HSN,HS2",1,10,10,HKD,"HKD10 x Index","points",1,10,SSVSSVSSVSSV,2014-01-14,2020-10-28,"","17:15 - 01:00",,"",0,0,1,1,1,13476
100945,0,1945,HS2,HS2,MHI,HKEX,"Mini Hang Seng Index",Combined,Settlement,"HMH,HSN,HS2",1,10,10,HKD,"HKD10 x Index","points",1,10,SSVSSVSSVSSV,2014-01-14,2020-10-28,"HMH starts at 2000-10-09","17:15 - 16:30",,"",0,0,1,1,1,99902
100946,0,1946,N88,N88,883GS2023,NSE,"Government of India 8.83% Bond (2023)",,Settlement,"",0,0.2,2000,INR,"INR200000","points",25,5,VVVVVVVVVVVV,2014-01-21,2014-10-30,"","09:00 - 17:00",,"",4,0,1,1,1,
100947,0,1947,N71,N71,716GS2023,NSE,"Government of India 7.16% Bond (2023)",,Settlement,"",0,0.2,2000,INR,"INR200000","points",25,5,VVVVVVVVVVVV,2014-01-21,2014-04-23,"","09:00 - 17:00",,"",4,0,1,1,1,
100948,0,1948,RPT,RPT,RPT,ICEEUROPE,"U.S. Treasury DTCC GCF Repo Index",,Settlement,"",0,0.4167,4167,USD,"$5000000","percent",25,10.4175,VVVVVVVVVVVV,2014-01-28,2019-08-30,"","00:45 - 22:00",,"",4,0,0,0,1,
100949,0,1949,RPA,RPA,RPA,ICEEUROPE,"Agency DTCC GCF Repo Index",,Settlement,"",0,0.4167,4167,USD,"$5000000","percent",25,10.4175,VVVVVVVVVVVV,2014-01-29,2016-12-23,"","19:45 - 17:00",,"",4,0,0,0,1,
100950,0,1950,RPM,RPM,RPM,ICEEUROPE,"Mortgage-Backed Securities DTCC GCF Repo Index",,Settlement,"",0,0.4167,4167,USD,"$5000000","percent",25,10.4175,VVVVVVVVVVVV,2014-01-28,2019-05-07,"","00:45 - 22:00",,"",4,0,0,0,1,
100951,0,1951,CTE,CTE,CE91,MEXDER,"Mexican Treasury Bill (CETES) 91 Day",,Settlement,"",1,1,100,MXN,"MXP100000","percent",1,1,VVVVVVVVVVVV,2001-09-05,2020-10-28,"","07:30 - 14:00",,"",2,0,1,0,1,0
100952,0,1952,TD2,TD2,FTDX,EUREX,"TecDAX Index",,Last,"",1,0.1,10,EUR,"EUR 10 x Index","points",50,5,IIVIIVIIVIIV,2005-11-30,2020-10-28,"","07:50 - 22:00",,"",2,0,1,0,1,285
100953,0,1953,JT5,JT5,JGBSL,OSE,"JGB 20 Year",RTH,Settlement,"JT5,JT6,JTB",1,100,10000,JPY,"JPY 100000000","points",1,100,IIVIIVIIVIIV,2014-04-04,2020-10-28,"","09:00 - 15:15",,"",2,0,1,1,1,0
100954,0,1954,JT6,JT6,JGBSL,OSE,"JGB 20 Year",ETH,Last,"JT5,JT6,JTB",1,100,10000,JPY,"JPY 100000000","points",1,100,IIVIIVIIVIIV,2014-04-04,2020-10-28,"","16:30 - 03:00",,"",2,0,1,1,1,0
100955,0,1955,JTB,JTB,JGBSL,OSE,"JGB 20 Year",Combined,Settlement,"JT5,JT6,JTB",1,100,10000,JPY,"JPY 100000000","points",1,100,IIVIIVIIVIIV,2014-04-04,2020-10-28,"","16:30 - 15:15",,"",2,0,1,1,1,0
100956,0,1956,FTX,FTX,FATX,EUREX,"ATX Index",,Settlement,"",1,0.1,10,EUR,"EUR 10 x Index","points",50,5,IIVIIVIIVIIV,2014-02-10,2020-10-28,"ATX starts at 1992-11-10","07:50 - 22:00",,"",2,0,1,0,1,31
100957,0,1957,FUG,FUG,U,LIFFE,"Ultra Long Gilt",,Settlement,"",1,10,1000,GBP,"GBP 100000","percent",2,20,IIVIIVIIVIIV,2014-03-07,2020-10-28,"","08:00 - 18:00",,"",2,0,1,0,1,0
100958,0,1958,DRS,DRS,DRS,CBT,"Bloomberg Roll Select Commodity Index (DJ-UBS Roll Select Commodity Index)",,Settlement,"",1,1,100,USD,"$100 x Index","points",1,1,VVVVVVVVVVVV,2014-03-25,2020-10-28,"","17:00 - 16:00",,"",2,0,0,0,1,0
100959,0,1959,FM2,FM2,Y2,LIFFE,"FTSE 250 Index (2 GBP)",,Settlement,"",1,0.2,2,GBP,"GBP 2 x Index","points",5,1,IIVIIVIIVIIV,2013-12-16,2020-10-28,"FMC starts at 1994-02-25","07:00 - 17:30",,"",1,0,1,0,1,732
100960,0,1960,CNH,CNH,CNH,CME,"USD/Offshore RMB(CNH)",,Settlement,"",1,10,100000,CNY,"USD 100000","RMB/USD",1,10,VVVVVVVVVVVV,2014-04-03,2020-10-28,"","",,"",4,0,0,0,1,2196
100961,0,1961,IG1,IG1,GOLD,MCX,"Gold",,Settlement,"",1,100,100,INR,"1000g","INR/10g",1,100,IVIVIVIVIVIV,2003-11-10,2020-10-28,"","10:00 - 23:30",,"",0,0,1,1,1,11307
100962,0,1962,IV1,IV1,SILVER,MCX,"Silver",,Settlement,"",1,30,30,INR,"30kg","INR/kg",1,30,IIVIVIVIVIIV,2003-11-10,2020-10-28,"","10:00 - 23:30",,"",0,0,1,1,1,21077
100963,0,1963,IA1,IA1,ALUMINUM,MCX,"Aluminum",,Settlement,"",1,50,5000,INR,"5000kg","INR/kg",5,250,VVVVVVVVVVVV,2005-10-26,2020-10-28,"","10:00 - 23:30",,"",2,0,1,1,1,1402
100964,0,1964,IC1,IC1,COPPER,MCX,"Copper",,Settlement,"",1,10,1000,INR,"1000kg","INR/kg",5,50,IVIVIVIVIIVI,2004-11-29,2020-10-28,"","10:00 - 23:30",,"",2,0,1,1,1,13527
100965,0,1965,IL1,IL1,LEAD,MCX,"Lead",,Settlement,"",1,50,5000,INR,"5000kg","INR/kg",5,250,VVVVVVVVVVVV,2006-03-29,2020-10-28,"","10:00 - 23:30",,"",2,0,1,1,1,2483
100966,0,1966,IN1,IN1,NICKEL,MCX,"Nickel",,Settlement,"",1,2.5,250,INR,"250kg","INR/kg",10,25,VVVVVVVVVVVV,2006-12-26,2020-10-28,"","10:00 - 23:30",,"",2,0,1,1,1,13188
100967,0,1967,IZ1,IZ1,ZINC,MCX,"Zinc",,Settlement,"",1,50,5000,INR,"5000kg","INR/kg",5,250,VVVVVVVVVVVV,2006-03-27,2020-10-28,"","10:00 - 23:30",,"",2,0,1,1,1,8160
100968,0,1968,ICO,ICO,CRUDEOIL,MCX,"Crude Oil",,Settlement,"",1,100,100,INR,"100 barrels","INR/barrel",1,100,VVVVVVVVVVVV,2005-02-09,2020-10-28,"","10:00 - 23:30",,"",0,0,1,1,1,94876
100969,0,1969,ING,ING,NATURALGAS,MCX,"Natural Gas",,Settlement,"",1,12.5,1250,INR,"1250 mmBtu","INR/mmBtu",10,125,VVVVVVVVVVVV,2006-07-12,2020-10-28,"","10:00 - 23:30",,"",2,0,1,1,1,228429
100970,0,1970,IPO,IPO,CPO,MCX,"Crude Palm Oil",,Settlement,"",1,10,1000,INR,"10000kg","INR/10kg",10,100,VVVVVVVVVVVV,2008-06-06,2020-10-28,"","10:00 - 23:30",,"",2,0,1,1,1,4601
100971,0,1971,ICT,ICT,COTTON,MCX,"Cotton",,Settlement,"",1,25,25,INR,"4250kg","INR/170kg",10,250,VVVVVVVVVVVV,2011-10-03,2020-10-28,"","10:00 - 17:00",,"",0,0,1,1,1,555
100972,0,1972,IMO,IMO,MENTHAOIL,MCX,"Mentha Oil",,Settlement,"",1,3.6,360,INR,"360kg","INR/kg",10,36,VVVVVVVVVVVV,2005-04-26,2020-10-28,"","10:00 - 17:00",,"",2,0,1,1,1,36
100973,0,1973,IPT,IPT,POTATO,MCX,"Potato",,Settlement,"",0,1.5,150,INR,"15000kg","INR/100kg",10,15,VVVVVVVVVVVV,2006-03-09,2014-09-30,"","10:00 - 17:00",,"",2,0,1,1,1,
100974,0,1974,ICD,ICD,CARDAMOM,MCX,"Cardamom",,Settlement,"",1,1,100,INR,"100kg","INR/kg",10,10,VVVVVVVVVVVV,2009-04-13,2020-10-28,"","10:00 - 17:00",,"",2,0,1,1,1,0
100975,0,1975,YVN,YVN,YV,CLEAR,"Mars (Argus) vs. WTI Trade Month",,Settlement,"",1,10,1000,USD,"1000 barrels","$/bbl",1,10,VVVVVVVVVVVV,2014-04-29,2020-10-28,"","18:00 - 17:00",500,"",2,0,0,0,1,330
100976,0,1976,YXN,YXN,YX,CLEAR,"Mars (Argus) vs. WTI Financial",,Settlement,"",1,10,1000,USD,"1000 barrels","$/bbl",1,10,VVVVVVVVVVVV,2014-04-29,2020-10-28,"","18:00 - 17:00",500,"",2,0,0,0,1,0
100977,0,1977,TFN,TFN,MTF,CLEAR,"Coal (API2) CIF ARA (ARGUS-McCloskey)",,Settlement,"",1,10,1000,USD,"1000 metric tons","$/metric ton",5,50,VVVVVVVVVVVV,2011-03-22,2020-10-28,"","18:00 - 17:00",,"",2,0,0,0,1,1990
100978,0,1978,T7N,T7N,7K,CLEAR,"Gasoline Euro-bob Oxy NWE Barges (Argus) Crack Spread",,Settlement,"",1,1,1000,USD,"1000 barrels","$/barrel",1,1,VVVVVVVVVVVV,2014-06-09,2020-10-28,"","18:00 - 17:00",50,"",3,0,0,0,1,0
100979,0,1979,KRU,KRU,KRU,ICEUS,"RUB/USD",,Settlement,"",1,2.5,2500000,USD,"2500000 Ruble","USD/RUB",10,25,VVVVVVVVVVVV,2012-01-23,2020-10-28,"","20:00 - 17:00",,"",6,0,0,0,1,0
100980,0,1980,RBN,RBN,RBB,CLEAR,"RBOB Gasoline Brent Crack Spread",,Settlement,"",1,1,1000,USD,"1000 barrels","$/bbl",1,1,VVVVVVVVVVVV,2014-09-29,2020-10-28,"","18:00 - 17:00",500,"",3,0,0,0,1,0
100981,0,1981,T1E,T1E,T1E,CBT,"2-Year Euro Deliverable Interest Rate Swap",,Settlement,"",0,1,1000,USD,"$100000","points",5,5,IIVIIVIIVIIV,2014-04-14,2018-08-10,"","17:00 - 16:00",,"",3,0,0,0,1,
100982,0,1982,F1E,F1E,F1E,CBT,"5-Year Euro Deliverable Interest Rate Swap",,Settlement,"",0,1,1000,USD,"$100000","points",10,10,IIVIIVIIVIIV,2014-04-14,2018-08-10,"","17:00 - 16:00",,"",3,0,0,0,1,
100983,0,1983,N1E,N1E,N1E,CBT,"10-Year Euro Deliverable Interest Rate Swap",,Settlement,"",0,1,1000,USD,"$100000","points",10,10,IIVIIVIIVIIV,2014-04-14,2018-08-10,"","17:00 - 16:00",,"",3,0,0,0,1,
100984,0,1984,KGF,KGF,FGLD,MDEX,"Gold",,Settlement,"",1,1,100,MYR,"100 grams","MYR/gram",5,5,SVSVSVSVSVSV,2013-10-07,2020-10-28,"","09:00 - 19:00",,"",2,0,1,0,1,0
100985,0,1985,DIO,DIO,I,DCE,"Iron Ore",,Settlement,"",1,10,100,CNY,"100 metric ton","CNY/metric ton",5,50,VVVVVVVVVVVV,2013-10-18,2020-10-28,"","21:00 - 15:00",,"",1,0,1,1,1,1134275
100986,0,1986,DJD,DJD,JD,DCE,"Fresh Hen Egg",,Settlement,"",1,10,10,CNY,"5 metric ton","CNY/500kg",1,10,VVVVVVVVVVVV,2013-11-08,2020-10-28,"","09:00 - 15:00",,"",0,0,1,1,1,183659
100987,0,1987,DFB,DFB,FB,DCE,"Fiberboard (medium density)",,Settlement,"",1,0.1,10,CNY,"10 cubic meter","CNY/cubic meter",50,5,VVVVVVVVVVVV,2013-12-06,2020-10-28,"","09:00 - 15:00",,"",2,0,1,1,1,11659
100988,0,1988,DBB,DBB,BB,DCE,"Blockboard (Plywood)",,Settlement,"",1,5,500,CNY,"500 sheet","CNY/sheet",5,25,VVVVVVVVVVVV,2013-12-06,2020-10-28,"","09:00 - 15:00",,"",2,0,1,1,1,9
100989,0,1989,TG1,TG1,GF10,TFEX,"Gold (10 baht)",,Settlement,"",1,10,10,THB,"10 baht (152.44g)","THB/baht (15.244g)",10,100,IVIVIVIVIVIV,2010-08-02,2020-10-28,"","09:15 - 22:30",,"",0,0,1,1,1,3743
100990,0,1990,TG5,TG5,GF,TFEX,"Gold",,Settlement,"",1,50,50,THB,"50 baht (762.20g)","THB/baht (15.244g)",10,500,IVIVIVIVIVIV,2009-02-02,2020-10-28,"","09:15 - 22:30",,"",0,0,1,1,1,126
100991,0,1991,TBR,TBR,BR,TFEX,"Brent Crude Oil",,Settlement,"",0,100,100,THB,"100 barrels","THB/barrel",1,100,VVVVVVVVVVVV,2011-10-17,2016-09-01,"","09:15 - 22:30",,"",0,0,1,1,1,
100992,0,1992,TUS,TUS,USD,TFEX,"US Dollar",,Settlement,"",1,10,1000,THB,"1000 USD","THB/USD",1,10,VVVVVVVVVVVV,2012-06-05,2020-10-28,"","09:15 - 16:55",,"",2,0,1,1,1,12189
100993,0,1993,EPR,EPR,EPR,MATIF,"FTSE EPRA/NAREIT EUROPE INDEX",,Settlement,"",1,0.1,10,EUR,"EUR 10 x Index","points",50,5,IIVIIVIIVIIV,2007-10-01,2020-10-28,"","08:00 - 20:00",,"",2,0,1,0,1,6
100994,0,1994,R0C,R0C,OF10,RTS,"10yr Russian Government Bond",Combined,Settlement,"R0E,R0D,R0C",1,1,1,RUB,"10 bonds","RUB/bond",1,1,IIVIIVIIVIIV,2014-07-15,2020-10-28,"","19:00 - 18:45",,"",0,0,1,1,1,0
100995,0,1995,R5C,R5C,OF15,RTS,"15yr Russian Government Bond",Combined,Settlement,"R5E,R5D,R5C",1,1,1,RUB,"10 bonds","RUB/bond",1,1,IIVIIVIIVIIV,2014-07-15,2020-10-28,"","19:00 - 18:45",,"",0,0,1,1,1,28
100996,0,1996,UCX,UCX,UCX,ICEEUROPE,"CSX Coal",,Settlement,"",0,10,1000,USD,"1000 short ton","USD/short ton",1,10,VVVVVVVVVVVV,2014-07-15,2020-03-27,"","01:00 - 23:00",,"",2,0,0,0,1,
100997,0,1997,UCA,UCA,UCA,ICEEUROPE,"Central Appalachian Coal",,Settlement,"",0,15.5,1550,USD,"1550 short ton","USD/short ton",1,15.5,VVVVVVVVVVVV,2014-07-16,2017-07-31,"","01:00 - 23:00",,"",2,0,0,0,1,
100998,0,1998,UCP,UCP,UCP,ICEEUROPE,"Powder River Basin Coal",,Settlement,"",0,10,1000,USD,"1000 short ton","USD/short ton",1,10,VVVVVVVVVVVV,2014-07-16,2020-03-27,"","01:00 - 23:00",,"",2,0,0,0,1,
200005,0,20005,JP8,JP8,JN400,OSE,"JPX-Nikkei Index 400",RTH,Settlement,"JP8,JP7,JPX",1,100,100,JPY,"JPY100 x index","points",5,500,IIVIIVIIVIIV,2015-01-05,2020-10-28,"","09:00 - 15:15",,"",0,0,1,1,1,11667
200006,0,20006,JP7,JP7,JN400,OSE,"JPX-Nikkei Index 400",ETH,Last,"JP8,JP7,JPX",1,100,100,JPY,"JPY100 x index","points",5,500,IIVIIVIIVIIV,2015-01-05,2020-10-28,"","16:30 - 03:00",,"",0,0,1,1,1,3481
200007,0,20007,JPX,JPX,JN400,OSE,"JPX-Nikkei Index 400",Combined,Settlement,"JP8,JP7,JPX",1,100,100,JPY,"JPY100 x index","points",5,500,IIVIIVIIVIIV,2015-01-05,2020-10-28,"","16:30 - 15:15",,"",0,0,1,1,1,15148
200008,0,20008,JM4,JM4,MOTHE,OSE,"TSE Mothers Index",RTH,Settlement,"JM4,JM3,JMO",1,10,1000,JPY,"JPY1000 x index","points",50,500,IIVIIVIIVIIV,2016-07-19,2020-10-28,"","08:45 - 15:15",,"",2,0,1,1,1,14763
200009,0,20009,JM3,JM3,MOTHE,OSE,"TSE Mothers Index",ETH,Last,"JM4,JM3,JMO",1,10,1000,JPY,"JPY1000 x index","points",50,500,IIVIIVIIVIIV,2016-07-19,2020-10-28,"","16:30 - 05:30",,"",2,0,1,1,1,1849
200010,0,20010,JMO,JMO,MOTHE,OSE,"TSE Mothers Index",Combined,Settlement,"JM4,JM3,JMO",1,10,1000,JPY,"JPY1000 x index","points",50,500,IIVIIVIIVIIV,2016-07-19,2020-10-28,"","16:30 - 15:15",,"",2,0,1,1,1,16612
200011,0,20011,JR8,JR8,REIT,OSE,"TSE REIT Index",RTH,Settlement,"JR8,JR7,JRE",1,10,1000,JPY,"JPY1000 x index","points",50,500,IIVIIVIIVIIV,2016-07-15,2020-10-28,"","09:00 - 15:15",,"",2,0,1,1,1,751
200012,0,20012,JR7,JR7,REIT,OSE,"TSE REIT Index",ETH,Last,"JR8,JR7,JRE",1,10,1000,JPY,"JPY1000 x index","points",50,500,IIVIIVIIVIIV,2016-07-15,2020-10-28,"","16:30 - 03:00",,"",2,0,1,1,1,0
200013,0,20013,JRE,JRE,REIT,OSE,"TSE REIT Index",Combined,Settlement,"JR8,JR7,JRE",1,10,1000,JPY,"JPY1000 x index","points",50,500,IIVIIVIIVIIV,2014-12-03,2020-10-28,"","16:30 - 15:15",,"",2,0,1,1,1,751
200026,0,0,HC1,,,HKEX,"HSCEI Week 1",,Settlement,"",1,,,,"","",,,VVVVVVVVVVVV,,,"","",,"",0,0,0,0,0,
200027,0,0,HC2,,,HKEX,"HSCEI Week 2",,Settlement,"",1,,,,"","",,,VVVVVVVVVVVV,,,"","",,"",0,0,0,0,0,
200028,0,0,HC3,,,HKEX,"HSCEI Week 3",,Settlement,"",1,,,,"","",,,VVVVVVVVVVVV,,,"","",,"",0,0,0,0,0,
200029,0,0,HC4,,,HKEX,"HSCEI Week 4",,Settlement,"",1,,,,"","",,,VVVVVVVVVVVV,,,"","",,"",0,0,0,0,0,
200030,0,0,HC5,,,HKEX,"HSCEI Week 5",,Settlement,"",1,,,,"","",,,VVVVVVVVVVVV,,,"","",,"",0,0,0,0,0,
200031,0,20031,SUS,SUS,US,SGX,"USD/SGD",Combined,Settlement,"SUS,SU2,SU1",1,2.5,25000,SGD,"USD 25000","SGD/USD",1,2.5,VVVVVVVVVVVV,2015-01-02,2020-10-28,"","19:50 - 19:30",,"",4,0,1,0,1,21
200032,0,20032,SU2,SU2,US,SGX,"USD/SGD",RTH,Settlement,"SUS,SU2,SU1",1,2.5,25000,SGD,"USD 25000","SGD/USD",1,2.5,VVVVVVVVVVVV,2015-01-02,2020-10-28,"","07:25 - 19:30",,"",4,0,1,0,1,13
200033,0,20033,SU1,SU1,US,SGX,"USD/SGD",ETH,Last,"SUS,SU2,SU1",1,2.5,25000,SGD,"USD 25000","SGD/USD",1,2.5,VVVVVVVVVVVV,2015-01-02,2020-10-28,"","19:50 - 04:45",,"",4,0,1,0,1,8
200034,0,20034,SUC,SUC,UC,SGX,"USD/CNH",Combined,Settlement,"SUC,SU4,SU3",1,10,100000,CNY,"USD100000","CNY/USD",1,10,VVVVVVVVVVVV,2015-01-02,2020-10-28,"","18:15 - 17:55",,"",4,0,1,0,1,47181
200035,0,20035,SU4,SU4,UC,SGX,"USD/CNH",RTH,Settlement,"SUC,SU4,SU3",1,10,100000,CNY,"USD100000","CNY/USD",1,10,VVVVVVVVVVVV,2015-01-02,2020-10-28,"","07:25 - 17:55",,"",4,0,1,0,1,33233
200036,0,20036,SU3,SU3,UC,SGX,"USD/CNH",ETH,Last,"SUC,SU4,SU3",1,10,100000,CNY,"USD100000","CNY/USD",1,10,VVVVVVVVVVVV,2015-01-02,2020-10-28,"","18:15 - 04:45",,"",4,0,1,0,1,13948
200037,0,20037,SCH,SCH,CH,SGX,"MSCI China Free Index",Combined,Settlement,"SCH,SC2,SC1",1,5,5,USD,"USD5 x Index","points",2,10,SSVSSVSSVSSV,2016-05-03,2020-10-28,"","17:00 - 16:30",,"",0,0,1,0,1,0
200038,0,20038,SC2,SC2,CH,SGX,"MSCI China Free Index",RTH,Settlement,"SCH,SC2,SC1",1,5,5,USD,"USD5 x Index","points",2,10,SSVSSVSSVSSV,2016-05-03,2020-10-28,"","09:00 - 16:30",,"",0,0,1,0,1,0
200039,0,20039,SC1,SC1,CH,SGX,"MSCI China Free Index",ETH,Last,"SCH,SC2,SC1",1,5,5,USD,"USD5 x Index","points",2,10,SSVSSVSSVSSV,2016-05-03,2020-10-28,"","17:00 - 04:45",,"",0,0,1,0,1,0
200040,0,20040,SVF,SVF,CVF,SGX,"Baltic Capesize Time Charter Average (4 Routes)",Combined,Settlement,"SVF,SV2,SV1",0,1,1,USD,"1 day","USD/day",1,1,VVVVVVVVVVVV,2015-01-02,2020-01-03,"","20:15 - 20:00",,"",0,0,1,0,1,
200041,0,20041,SV2,SV2,CVF,SGX,"Baltic Capesize Time Charter Average (4 Routes)",RTH,Settlement,"SVF,SV2,SV1",0,1,1,USD,"1 day","USD/day",1,1,VVVVVVVVVVVV,2015-01-02,2020-01-03,"","07:25 - 20:00",,"",0,0,1,0,1,
200042,0,20042,SV1,SV1,CVF,SGX,"Baltic Capesize Time Charter Average (4 Routes)",ETH,Last,"SVF,SV2,SV1",0,1,1,USD,"1 day","USD/day",1,1,VVVVVVVVVVVV,2018-01-23,2020-01-02,"","20:15 - 04:45",,"",0,0,1,0,1,
200043,0,20043,SWF,SWF,SWF,SGX,"Baltic Capesize Time Charter Average (5 Routes)",Combined,Settlement,"SWF,SWD,SWN",0,1,1,USD,"1 day","USD/day",1,1,VVVVVVVVVVVV,2015-10-05,2020-01-03,"","20:15 - 20:00",,"",0,0,1,0,1,
200044,0,20044,SWD,SWD,SWF,SGX,"Baltic Capesize Time Charter Average (5 Routes)",RTH,Settlement,"SWF,SWD,SWN",0,1,1,USD,"1 day","USD/day",1,1,VVVVVVVVVVVV,2015-10-05,2020-01-03,"","07:25 - 20:00",,"",0,0,1,0,1,
200045,0,20045,SWN,SWN,SWF,SGX,"Baltic Capesize Time Charter Average (5 Routes)",ETH,Last,"SWF,SWD,SWN",0,1,1,USD,"1 day","USD/day",1,1,VVVVVVVVVVVV,2018-01-23,2020-01-02,"","20:15 - 04:45",,"",0,0,1,0,1,
200046,0,20046,PVF,PVF,PVF,SGX,"Baltic Panamax Time Charter Average",Combined,Settlement,"PVF,PV2,PV1",0,1,1,USD,"1 day","USD/day",1,1,VVVVVVVVVVVV,2015-01-02,2020-01-03,"","20:15 - 20:00",,"",0,0,1,0,1,
200047,0,20047,PV2,PV2,PVF,SGX,"Baltic Panamax Time Charter Average",RTH,Settlement,"PVF,PV2,PV1",0,1,1,USD,"1 day","USD/day",1,1,VVVVVVVVVVVV,2015-01-02,2020-01-03,"","07:25 - 20:00",,"",0,0,1,0,1,
200048,0,20048,PV1,PV1,PVF,SGX,"Baltic Panamax Time Charter Average",ETH,Last,"PVF,PV2,PV1",0,1,1,USD,"1 day","USD/day",1,1,VVVVVVVVVVVV,2018-01-23,2020-01-02,"","20:15 - 04:45",,"",0,0,1,0,1,
200049,0,20049,SI6,SI6,IU,SGX,"INR/USD",RTH,Settlement,"SIU,SI6,SI5",1,0.2,200,USD,"2000000 Indian Rupee","USc/100 Indian Rupee",10,2,VVVVVVVVVVVV,2015-01-02,2020-10-28,"","07:25 - 19:30",,"",3,0,1,0,1,59831
200050,0,20050,SI5,SI5,IU,SGX,"INR/USD",ETH,Last,"SIU,SI6,SI5",1,0.2,200,USD,"2000000 Indian Rupee","USc/100 Indian Rupee",10,2,VVVVVVVVVVVV,2015-01-02,2020-10-28,"","19:50 - 04:45",,"",3,0,1,0,1,25462
200051,0,20051,SAC,SAC,ACF,SGX,"TSI FOB Australia Premium Coking Coal",Combined,Settlement,"SAC,SA4,SA3",1,1,100,USD,"100 metric ton","USD/metric ton",1,1,VVVVVVVVVVVV,2014-08-04,2020-10-28,"","20:15 - 20:00",,"",2,0,1,0,1,480
200052,0,20052,SA4,SA4,ACF,SGX,"TSI FOB Australia Premium Coking Coal",RTH,Settlement,"SAC,SA4,SA3",1,1,100,USD,"100 metric ton","USD/metric ton",1,1,VVVVVVVVVVVV,2014-08-04,2020-10-28,"","07:25 - 20:00",,"",2,0,1,0,1,240
200053,0,20053,SA3,SA3,ACF,SGX,"TSI FOB Australia Premium Coking Coal",ETH,Last,"SAC,SA4,SA3",1,1,100,USD,"100 metric ton","USD/metric ton",1,1,VVVVVVVVVVVV,2014-12-02,2020-10-28,"","20:15 - 04:45",,"",2,0,1,0,1,240
200054,0,20054,3MF,3MF,3MF,SGX,"Platts Singapore Fuel Oil 380cst Index",Combined,Settlement,"3MF,3M2,3M1",1,1,100,USD,"100 metric ton","USD/metric ton",1,1,VVVVVVVVVVVV,2018-06-14,2020-10-28,"","20:15 - 20:00",,"",2,0,1,0,1,0
200055,0,20055,3M2,3M2,3MF,SGX,"Platts Singapore Fuel Oil 380cst Index",RTH,Settlement,"3MF,3M2,3M1",1,1,100,USD,"100 metric ton","USD/metric ton",1,1,VVVVVVVVVVVV,2018-06-14,2020-10-28,"","07:25 - 20:00",,"",2,0,1,0,1,0
200056,0,20056,3M1,3M1,3MF,SGX,"Platts Singapore Fuel Oil 380cst Index",ETH,Last,"3MF,3M2,3M1",1,1,100,USD,"100 metric ton","USD/metric ton",1,1,VVVVVVVVVVVV,2018-06-14,2020-10-28,"","20:15 - 04:45",,"",2,0,1,0,1,0
200061,0,20061,SBU,SBU,bu,SHFE,"Bitumen",,Settlement,"",1,10,10,CNY,"10 tonnes","CNY/tonne",2,20,SSVSSVSSVSSV,2013-12-26,2020-10-28,"","21:00 - 15:00",,"",0,0,1,1,1,629913
200062,0,20062,SHC,SHC,hc,SHFE,"Hot-rolled Coil",,Settlement,"",1,10,10,CNY,"10 tonnes","CNY/tonne",1,10,VVVVVVVVVVVV,2014-07-02,2020-10-28,"","21:00 - 15:00",,"",0,0,1,1,1,183938
200063,0,20063,SNS,SNS,SN,SHFE,"Tin",,Settlement,"",1,1,1,CNY,"1 tonne","CNY/tonne",10,10,VVVVVVVVVVVV,2015-05-06,2020-10-28,"","21:00 - 15:00",,"",0,0,1,1,1,43208
200064,0,20064,SNI,SNI,NI,SHFE,"Nickel",,Settlement,"",1,1,1,CNY,"1 tonne","CNY/tonne",10,10,VVVVVVVVVVVV,2015-05-06,2020-10-28,"","21:00 - 15:00",,"",0,0,1,1,1,489499
200065,0,20065,CTT,CTT,T,CFFEX,"10 Year Treasury Bond",,Settlement,"",1,10,10000,CNY,"CNY 1000000 @ 3%","percent",5,50,IIVIIVIIVIIV,2015-05-06,2020-10-28,"","09:15 - 15:15",,"",3,0,1,1,1,62446
200066,0,20066,DCS,DCS,CS,DCE,"Corn Starch",,Settlement,"",1,10,10,CNY,"10 tonnes","CNY/tonne",1,10,VIVIVIVIVIVI,2015-05-06,2020-10-28,"","21:00 - 15:00",,"",0,0,1,1,1,181047
200067,0,20067,CIC,CIC,IC,CFFEX,"CSI 500 Index",,Settlement,"",1,20,200,CNY,"CNY 200 x Index","points",2,40,SSVSSVSSVSSV,2015-05-18,2020-10-28,"","09:15 - 15:15",,"",1,0,1,1,1,95537
200068,0,20068,CIH,CIH,IH,CFFEX,"SSE 50 Index",,Settlement,"",1,30,300,CNY,"CNY 300 x Index","points",2,60,SSVSSVSSVSSV,2015-05-18,2020-10-28,"","09:15 - 15:15",,"",1,0,1,1,1,34447
